,土地區段位置/建物區段門牌
14087,臺北市中山區明水路451~480號
14088,臺北市內湖區大湖山莊街219巷1~30號
14090,臺北市萬華區萬大路423巷28弄1~30號
14091,臺北市北投區明德路267巷1~30號
14097,臺北市大安區基隆路二段181~210號
14100,臺北市北投區北投路一段61~90號
14104,臺北市北投區立農街一段257巷10弄1~30號
14107,臺北市松山區民生東路五段151~180號
14108,臺北市松山區延壽街391~420號
14113,臺北市南港區重陽路125巷36弄1~30號
14115,臺北市南港區興華路30巷1~30號
14116,臺北市南港區經貿二路157巷36弄61~90號
14119,臺北市內湖區新豐街31~60號
14120,臺北市中山區新生北路二段72巷1~30號
14122,臺北市中山區民生西路1~30號
14123,臺北市內湖區新明路460巷18弄1~30號
14128,臺北市中山區林森北路571~600號
14129,臺北市中山區明水路397巷1~30號
14131,臺北市文山區指南路三段91~120號
14132,臺北市文山區興德路20巷31~60號
14138,臺北市萬華區長順街46巷31~60號
14140,臺北市大同區重慶北路三段91~120號
14141,臺北市大同區重慶北路三段91~120號
14142,臺北市萬華區桂林路121~150號
14143,臺北市萬華區萬大路493巷48弄1~30號
14146,臺北市南港區研究院路一段101巷16弄1~30號
14148,臺北市大安區溫州街74巷3弄1~30號
14150,臺北市大安區安和路二段31~60號
14153,臺北市北投區榮華一路2巷1~30號
14155,臺北市士林區基河路1~30號
14157,臺北市士林區天母東路105巷31~60號
14158,臺北市士林區延平北路六段392巷1~30號
14160,臺北市大安區和平東路一段50巷1弄1~30號
14161,臺北市信義區松仁路151~180號
14163,臺北市松山區南京東路四段181~210號
14164,臺北市大同區民權西路151~180號
14165,臺北市萬華區環河南路一段61~90號
14166,臺北市萬華區昆明街201巷1~30號
14167,臺北市萬華區青年路61~90號
14168,臺北市大同區歸綏街151~180號
14172,臺北市文山區政大二街260巷1~30號
14179,臺北市文山區指南路三段77巷1~30號
14181,臺北市文山區台北市文山區福興路61~90號
14183,臺北市中山區合江街188巷1~30號
14184,臺北市中山區林森北路241~270號
14186,臺北市內湖區民權東路六段121~150號
14187,臺北市內湖區金龍路47巷13弄1~30號
14188,臺北市中山區松江路31~60號
14191,臺北市內湖區新明路312巷1~30號
14193,臺北市中山區林森北路361~390號
14195,臺北市中山區新生北路三段84巷1~30號
14196,臺北市內湖區大湖山莊街176巷1~30號
14198,臺北市中山區南京東路一段1~30號
14200,臺北市松山區撫遠街399巷1~30號
14211,臺北市信義區忠孝東路四段553巷6弄1~30號
14212,臺北市士林區中社路二段121~150號
14216,臺北市北投區立農街二段278巷1~30號
14226,臺北市北投區中央北路三段40巷19弄1~30號
14229,臺北市北投區天母西路117巷31~60號
14230,臺北市中山區中山北路二段26巷1~30號
14232,臺北市內湖區內湖路三段271~300號
14234,臺北市文山區木新路二段161巷12弄1~30號
14235,臺北市文山區木柵路一段59巷62弄1~30號
14236,臺北市萬華區民和街1~30號
14238,臺北市萬華區西園路二段372巷101弄31~60號
14239,臺北市文山區景文街61~90號
14241,臺北市文山區一壽街31~60號
14242,臺北市文山區辛亥路四段77巷92弄1~30號
14243,臺北市中山區建國北路二段31~60號
14244,臺北市中山區新生北路一段1~30號
14245,臺北市內湖區成功路四段31~60號
14246,臺北市中山區中山北路二段151~180號
14249,臺北市中山區明水路526巷31~60號
14250,臺北市內湖區民權東路六段123巷34弄1~30號
14253,臺北市北投區行義路146巷31~60號
14254,臺北市北投區崇仁路一段61~90號
14255,臺北市大安區通化街165巷1~30號
14257,臺北市大安區杭州南路二段61巷31~60號
14258,臺北市大安區樂利路5巷31~60號
14260,臺北市北投區光明路241~270號
14263,臺北市士林區文昌路169巷31~60號
14264,臺北市士林區格致路20巷1~30號
14267,臺北市北投區中山路1~30號
14268,臺北市北投區溫泉路37巷1~30號
14269,臺北市信義區吳興街156巷22弄1~30號
14270,臺北市信義區松德路121~150號
14272,臺北市信義區信義路五段91巷1~30號
14273,臺北市信義區吳興街320巷1~30號
14274,臺北市南港區東新街118巷61~90號
14277,臺北市松山區八德路三段158巷20弄31~60號
14281,臺北市南港區玉成街52巷1~30號
14282,臺北市松山區民族東路631~660號
14283,臺北市松山區南京東路五段66巷3弄1~30號
14289,臺北市內湖區康寧路三段56巷151~180號
14294,臺北市內湖區新豐街151~180號
14296,臺北市內湖區成功路三段12巷1~30號
14299,臺北市中山區新生北路三段1~30號
14300,臺北市中山區農安街1~30號
14301,臺北市中山區吉林路1~30號
14304,臺北市萬華區昆明街201巷1~30號
14308,臺北市萬華區昆明街31~60號
14309,臺北市萬華區漢中街121~150號
14312,臺北市大同區重慶北路二段61~90號
14316,臺北市信義區永吉路1~30號
14320,臺北市南港區市民大道七段1~30號
14322,臺北市士林區士東路120巷22弄1~30號
14323,臺北市士林區天母東路50巷1~30號
14326,臺北市士林區前港街110巷1~30號
14328,臺北市士林區德行東路331巷1~30號
14331,臺北市信義區基隆路二段151~180號
14332,臺北市松山區民生東路五段211~240號
14334,臺北市大同區承德路三段247巷1~30號
14335,臺北市大同區承德路三段301~330號
14336,臺北市大同區承德路二段53巷1~30號
14338,臺北市萬華區成都路91~120號
14345,臺北市內湖區新富街31~60號
14346,臺北市內湖區新富街31~60號
14347,臺北市內湖區新富街31~60號
14348,臺北市內湖區新富街31~60號
14349,臺北市中山區新生北路三段62巷1~30號
14350,臺北市中山區林森北路121~150號
14351,臺北市中山區林森北路107巷1~30號
14353,臺北市中山區南京東路二段181~210號
14355,臺北市內湖區金龍路47巷13弄1~30號
14356,臺北市內湖區內湖路一段737巷8弄1~30號
14357,臺北市內湖區內湖路一段91巷61~90號
14358,臺北市中山區北安路630巷9弄1~30號
14362,臺北市松山區南京東路五段291巷5弄1~30號
14365,臺北市信義區松山路204巷1~30號
14366,臺北市松山區八德路四段781~810號
14368,臺北市信義區永吉路30巷102弄1~30號
14378,臺北市南港區成福路194巷1~30號
14385,臺北市北投區中央北路三段31~60號
14387,臺北市士林區延平北路五段285巷31~60號
14388,臺北市士林區美德街61~90號
14390,臺北市大安區四維路192巷1~30號
14398,臺北市士林區雨農路1~30號
14401,臺北市內湖區文德路211~240號
14403,臺北市中山區北安路630巷9弄1~30號
14404,臺北市中山區松江路70巷1~30號
14405,臺北市中山區林森北路107巷1~30號
14406,臺北市中正區重慶南路三段151~180號
14409,臺北市中正區博愛路211~240號
14410,臺北市中正區羅斯福路三段58巷1~30號
14413,臺北市大同區天水路31~60號
14414,臺北市文山區萬芳路31~60號
14415,臺北市文山區萬美街二段61~90號
14416,臺北市內湖區東湖路113巷91~120號
14417,臺北市中山區德惠街31~60號
14418,臺北市中山區樂群二路91~120號
14419,臺北市中山區松江路133巷31~60號
14421,臺北市內湖區康樂街136巷3弄1~30號
14422,臺北市中山區建國北路一段31~60號
14423,臺北市大同區民族西路225巷1~30號
14424,臺北市北投區石牌路二段343巷1~30號
14429,臺北市大安區復興南路二段151巷31~60號
14437,臺北市松山區富錦街359巷3弄1~30號
14439,臺北市松山區光復北路26巷1~30號
14440,臺北市松山區南京東路五段66巷22弄1~30號
14445,臺北市中山區林森北路107巷1~30號
14446,臺北市中山區林森北路107巷1~30號
14447,臺北市內湖區內湖路一段285巷69弄61~90號
14449,臺北市內湖區康樂街186巷1~30號
14453,臺北市內湖區星雲街150巷1~30號
14454,臺北市中山區五常街31~60號
14455,臺北市中山區新生北路二段91~120號
14472,臺北市大同區承德路二段31~60號
14474,臺北市中正區臨沂街61~90號
14478,臺北市萬華區萬大路423巷31~60號
14479,臺北市大同區蘭州街31~60號
14482,臺北市信義區吳興街600巷55弄1~30號
14483,臺北市信義區虎林街40巷1~30號
14486,臺北市大安區信義路二段31~60號
14489,臺北市士林區後港街193巷1~30號
14491,臺北市大安區新生南路一段165巷1~30號
14493,臺北市大安區復興南路二段148巷1~30號
14494,臺北市大安區復興南路二段78巷30弄1~30號
14495,臺北市大安區四維路170巷31~60號
14496,臺北市大安區溫州街16巷1~30號
14497,臺北市大安區龍泉街93巷1~30號
14498,臺北市大安區和平東路二段76巷23弄1~30號
14499,臺北市南港區重陽路451~480號
14503,臺北市大同區南京西路331~360號
14504,臺北市萬華區中華路二段498巷1~30號
14506,臺北市萬華區中華路二段364巷24弄1~30號
14508,臺北市萬華區環河南路一段61~90號
14509,臺北市大同區長安西路271~300號
14511,臺北市大同區延平北路二段181~210號
14518,臺北市文山區興德路20巷1~30號
14520,臺北市中山區建國北路三段61~90號
14521,臺北市中山區中原街1~30號
14522,臺北市內湖區東湖路113巷95弄1~30號
14523,臺北市內湖區金龍路211~240號
14527,臺北市內湖區內湖路二段331~360號
14529,臺北市內湖區康樂街72巷1~30號
14539,臺北市信義區富陽街21巷1~30號
14544,臺北市北投區自強街31~60號
14545,臺北市士林區忠誠路二段1~30號
14551,臺北市大同區歸綏街97巷1~30號
14552,臺北市萬華區貴陽街二段151~180號
14554,臺北市內湖區大湖街131巷2弄31~60號
14558,臺北市中正區辛亥路一段31~60號
14559,臺北市文山區景興路153巷1~30號
14562,臺北市中正區三元街211~240號
14563,臺北市中正區博愛路230巷1~30號
14564,臺北市內湖區新明路312巷1~30號
14565,臺北市中山區復興北路31~60號
14568,臺北市內湖區江南街71巷16弄31~60號
14570,臺北市北投區泉源路31~60號
14576,臺北市北投區文化三路121~150號
14578,臺北市北投區大業路280巷9弄1~30號
14579,臺北市北投區承德路七段342巷1~30號
14580,臺北市北投區承德路七段342巷1~30號
14581,臺北市北投區承德路七段342巷1~30號
14595,臺北市士林區中正路241~270號
14597,臺北市士林區至誠路二段1~30號
14603,臺北市松山區光復南路13巷31~60號
14606,臺北市內湖區內湖路一段323巷1~30號
14608,臺北市中山區新生北路一段91~120號
14615,臺北市內湖區康寧路三段70巷1~30號
14616,臺北市內湖區金龍路222巷1~30號
14622,臺北市文山區興隆路二段61巷1~30號
14625,臺北市萬華區內江街121~150號
14627,臺北市萬華區環河南路二段175巷1~30號
14628,臺北市信義區吳興街368巷1~30號
14629,臺北市南港區東明街31~60號
14631,臺北市大安區永康街7巷1~30號
14634,臺北市士林區通河西街二段121~150號
14635,臺北市北投區裕民四路2巷1~30號
14636,臺北市北投區文化三路1~30號
14637,臺北市士林區克強路1~30號
14639,臺北市北投區大興街23巷31~60號
14640,臺北市士林區延平北路五段31~60號
14641,臺北市士林區延平北路五段31~60號
14645,臺北市中山區吉林路361~390號
14649,臺北市萬華區昆明街241~270號
14650,臺北市中正區懷寧街1~30號
14653,臺北市萬華區貴陽街二段96巷1~30號
14663,臺北市文山區羅斯福路六段159巷5弄1~30號
14664,臺北市文山區和平東路四段66巷1~30號
14669,臺北市內湖區金湖路91~120號
14674,臺北市內湖區金湖路46巷1~30號
14676,臺北市中山區林森北路451~480號
14677,臺北市內湖區行善路281巷1~30號
14680,臺北市內湖區康寧路三段99巷17弄1~30號
14685,臺北市松山區敦化北路155巷100弄1~30號
14686,臺北市松山區敦化北路155巷100弄1~30號
14689,臺北市松山區南京東路五段31~60號
14693,臺北市北投區光明路61~90號
14697,臺北市信義區基隆路一段121~150號
14703,臺北市士林區忠誠路一段151~180號
14705,臺北市北投區公館路301~330號
14707,臺北市內湖區內湖路二段263巷9弄1~30號
14708,臺北市內湖區成功路二段486巷1~30號
14710,臺北市中山區林森北路85巷31~60號
14711,臺北市大同區重慶北路三段91~120號
14712,臺北市大同區重慶北路三段91~120號
14713,臺北市萬華區康定路211~240號
14714,臺北市大同區延平北路一段61~90號
14715,臺北市文山區忠順街一段31~60號
14717,臺北市文山區興德路64巷1~30號
14722,臺北市文山區福興路61~90號
14723,臺北市文山區木柵路四段121~150號
14725,臺北市文山區萬盛街121~150號
14727,臺北市萬華區環河南路二段125巷7弄1~30號
14728,臺北市內湖區內湖路一段323巷4弄1~30號
14729,臺北市中山區新生北路三段31~60號
14735,臺北市北投區天母北路105巷15弄1~30號
14737,臺北市北投區中央北路四段515巷3弄1~30號
14739,臺北市北投區大屯路21巷1~30號
14742,臺北市士林區中正路655巷1~30號
14751,臺北市士林區承德路四段181~210號
14756,臺北市信義區光復南路419巷61~90號
14759,臺北市南港區重陽路190巷12弄1~30號
14761,臺北市南港區南港路二段178巷1~30號
14763,臺北市內湖區康寧路三段56巷151~180號
14768,臺北市中山區錦州街1~30號
14771,臺北市文山區興隆路四段165巷40弄1~30號
14774,臺北市萬華區萬大路322巷1~30號
14776,臺北市中正區開封街一段31~60號
14782,臺北市士林區劍潭路61~90號
14783,臺北市北投區文林北路301~330號
14784,臺北市士林區故宮路31~60號
14785,臺北市士林區東山路100巷1~30號
14789,臺北市松山區八德路四段601~630號
14790,臺北市松山區八德路三段199巷1~30號
14791,臺北市萬華區大埔街1~30號
14792,臺北市大同區赤峰街35巷1~30號
14806,臺北市中山區撫順街1~30號
14810,臺北市中山區龍江路21巷31~60號
14812,臺北市內湖區康樂街125巷1~30號
14815,臺北市中山區德惠街1~30號
14816,臺北市中山區林森北路399巷1~30號
14818,臺北市南港區研究院路二段2巷54弄1~30號
14820,臺北市南港區昆陽街60巷1~30號
14821,臺北市信義區嘉興街241~270號
14822,臺北市南港區經貿一路31~60號
14825,臺北市信義區永吉路301~330號
14826,臺北市松山區健康路151~180號
14827,臺北市信義區基隆路二段1~30號
14828,臺北市松山區民生東路四段112巷5弄1~30號
14831,臺北市南港區南深路31~60號
14832,臺北市大安區通化街140巷1~30號
14834,臺北市士林區天母西路61~90號
14835,臺北市北投區行義路121~150號
14837,臺北市士林區天母西路61~90號
14838,臺北市士林區德行東路190巷31~60號
14845,臺北市士林區雨農路61~90號
14846,臺北市北投區天母北路105巷15弄1~30號
14848,臺北市中山區松江路391~420號
14849,臺北市內湖區內湖路三段1~30號
14850,臺北市內湖區民權東路六段391~420號
14851,臺北市萬華區內江街121~150號
14857,臺北市大安區安居街8巷6弄1~30號
14858,臺北市文山區萬芳路31~60號
14860,臺北市萬華區國興路91~120號
14861,臺北市內湖區南京東路六段121~150號
14862,臺北市中山區林森北路511~540號
14867,臺北市士林區福德路31巷1~30號
14868,臺北市大安區溫州街61~90號
14869,臺北市大安區和平東路三段361~390號
14870,臺北市信義區忠孝東路五段391~420號
14873,臺北市信義區吳興街284巷59弄1~30號
14874,臺北市松山區南京東路五段59巷1~30號
14886,臺北市中山區長安東路二段91~120號
14888,臺北市內湖區內湖路三段60巷8弄31~60號
14890,臺北市中山區新生北路二段61~90號
14891,臺北市中山區林森北路601~630號
14892,臺北市中山區德惠街1~30號
14894,臺北市內湖區成功路三段174巷33弄1~30號
14898,臺北市文山區指南路二段45巷10弄1~30號
14900,臺北市文山區羅斯福路六段391~420號
14903,臺北市萬華區環河南路一段61~90號
14904,臺北市萬華區內江街121~150號
14906,臺北市松山區新東街61~90號
14907,臺北市松山區新中街6巷1~30號
14911,臺北市士林區忠誠路一段61~90號
14913,臺北市北投區幽雅路1~30號
14914,臺北市士林區中山北路七段81巷28弄1~30號
14916,臺北市北投區石牌路一段39巷131弄1~30號
14917,臺北市士林區天母西路31~60號
14920,臺北市信義區吳興街284巷59弄1~30號
14929,臺北市大同區長安西路181~210號
14930,臺北市大同區重慶北路三段25巷1~30號
14931,臺北市文山區忠順街二段85巷1~30號
14932,臺北市文山區汀州路四段241~270號
14941,臺北市文山區興隆路二段203巷121~150號
14943,臺北市文山區車前路1~30號
14947,臺北市內湖區成功路五段420巷1~30號
14949,臺北市內湖區新明路391~420號
14950,臺北市中山區林森北路451~480號
14951,臺北市內湖區文德路66巷1~30號
14953,臺北市中山區林森北路451~480號
14954,臺北市中山區農安街1~30號
14957,臺北市信義區和平東路三段391巷20弄1~30號
14960,臺北市南港區研究院路一段31~60號
14962,臺北市信義區光復南路511~540號
14963,臺北市南港區重陽路125巷36弄1~30號
14966,臺北市南港區經貿二路235巷1~30號
14967,臺北市松山區三民路80巷1~30號
14973,臺北市大安區潮州街1~30號
14975,臺北市北投區公館路308巷1~30號
14977,臺北市士林區基河路1~30號
14982,臺北市士林區德行東路331巷1~30號
14986,臺北市士林區福港街31~60號
14987,臺北市內湖區康寧路三段61~90號
14988,臺北市中山區錦州街31~60號
14990,臺北市內湖區內湖路三段72巷61~90號
14991,臺北市萬華區環河南路一段61~90號
14998,臺北市大安區羅斯福路二段101巷1~30號
14999,臺北市大安區羅斯福路二段101巷1~30號
15001,臺北市文山區木新路三段61~90號
15002,臺北市文山區忠順街一段31~60號
15005,臺北市萬華區中華路二段511~540號
15007,臺北市內湖區江南街117巷8弄1~30號
15008,臺北市內湖區江南街117巷8弄1~30號
15009,臺北市內湖區內湖路一段323巷1~30號
15010,臺北市中山區建國北路二段31~60號
15011,臺北市中山區敬業三路177巷1~30號
15012,臺北市內湖區江南街71巷75弄1~30號
15013,臺北市北投區溫泉路銀光巷1~30號
15016,臺北市北投區中央北路四段316巷1弄1~30號
15017,臺北市北投區中和街20巷1~30號
15018,臺北市北投區崇仁路一段61~90號
15025,臺北市大安區和平東路一段199巷1~30號
15028,臺北市松山區敦化南路一段100巷7弄31~60號
15029,臺北市松山區光復南路22巷1~30號
15036,臺北市中山區新生北路二段31~60號
15037,臺北市內湖區新富街31~60號
15039,臺北市內湖區內湖路三段331~360號
15040,臺北市內湖區成功路三段6巷1~30號
15045,臺北市文山區樟新街31~60號
15046,臺北市文山區樟新街32巷1~30號
15049,臺北市文山區景興路202巷1~30號
15050,臺北市文山區忠順街二段85巷1~30號
15053,臺北市萬華區中華路二段416巷61~90號
15054,臺北市大同區重慶北路三段181~210號
15056,臺北市大同區延平北路四段282巷1~30號
15058,臺北市萬華區西寧南路91~120號
15060,臺北市大同區重慶北路二段61~90號
15064,臺北市南港區園區街1~30號
15065,臺北市松山區八德路二段366巷31~60號
15066,臺北市南港區東明街31~60號
15068,臺北市士林區天母北路87巷1~30號
15069,臺北市士林區德行東路338巷1~30號
15070,臺北市士林區中山北路七段114巷33弄1~30號
15071,臺北市北投區中山路31~60號
15073,臺北市北投區中正街49巷1~30號
15074,臺北市士林區倫等街48巷1~30號
15079,臺北市北投區石牌路二段348巷1~30號
15082,臺北市南港區南港路二段38巷1~30號
15083,臺北市萬華區青年路168巷1~30號
15084,臺北市大同區承德路三段208巷1~30號
15085,臺北市大同區重慶北路三段152巷1~30號
15086,臺北市大同區重慶北路三段152巷1~30號
15088,臺北市萬華區西藏路121~150號
15090,臺北市大同區民族西路225巷3弄1~30號
15093,臺北市文山區指南路三段32巷1~30號
15094,臺北市中正區汀州路二段91~120號
15095,臺北市文山區指南路三段77巷1~30號
15098,臺北市內湖區行善路333巷61~90號
15100,臺北市內湖區康寧路三段165巷23弄1~30號
15102,臺北市中山區新生北路三段31~60號
15103,臺北市中山區敬業三路162巷121~150號
15106,臺北市內湖區金龍路47巷13弄1~30號
15107,臺北市中山區新生北路一段102巷1~30號
15110,臺北市中山區新生北路三段31~60號
15114,臺北市中山區龍江路120巷1~30號
15115,臺北市中山區南京西路1~30號
15118,臺北市信義區林口街181~210號
15120,臺北市南港區南深路31~60號
15126,臺北市信義區忠孝東路五段345巷1~30號
15127,臺北市信義區祥雲街1~30號
15131,臺北市大安區復興南路二段61~90號
15133,臺北市士林區通河西街二段5巷1~30號
15134,臺北市北投區奇岩路211~240號
15135,臺北市士林區德行東路132巷1弄1~30號
15136,臺北市北投區大度路三段301巷128弄1~30號
15137,臺北市士林區美崙街1~30號
15138,臺北市士林區中山北路七段232巷1~30號
15139,臺北市北投區中央北路三段40巷34弄1~30號
15140,臺北市士林區美德街31~60號
15141,臺北市北投區明德路271~300號
15144,臺北市士林區福德路31巷1~30號
15145,臺北市士林區中山北路七段14巷1~30號
15146,臺北市北投區三合街一段82巷91~120號
15147,臺北市中山區南京東路三段89巷27弄1~30號
15150,臺北市中山區北安路458巷47弄1~30號
15153,臺北市大同區環河北路二段61~90號
15154,臺北市大同區民權西路91~120號
15155,臺北市中正區愛國西路1~30號
15161,臺北市大安區安和路一段127巷29弄1~30號
15162,臺北市大安區建國南路一段291巷1~30號
15164,臺北市文山區福興路95巷31~60號
15168,臺北市萬華區萬青街181~210號
15169,臺北市內湖區大湖山莊街211~240號
15170,臺北市內湖區星雲街15巷18弄31~60號
15176,臺北市士林區忠誠路一段100巷15弄1~30號
15180,臺北市士林區社中街250巷1~30號
15187,臺北市北投區承德路七段342巷1~30號
15192,臺北市松山區健康路151~180號
15194,臺北市信義區吳興街284巷61~90號
15195,臺北市松山區八德路三段74巷35弄1~30號
15197,臺北市信義區忠孝東路五段215巷1~30號
15201,臺北市信義區吳興街284巷39弄1~30號
15202,臺北市松山區寶清街30巷1~30號
15203,臺北市松山區寶清街30巷1~30號
15207,臺北市中山區中山北路一段83巷1~30號
15210,臺北市中山區雙城街13巷1~30號
15211,臺北市內湖區內湖路二段179巷1~30號
15212,臺北市中山區農安街1~30號
15213,臺北市中山區民權東路一段31~60號
15216,臺北市內湖區民權東路六段206巷143弄1~30號
15217,臺北市中山區林森北路271~300號
15218,臺北市中山區農安街1~30號
15219,臺北市中山區民生東路一段31~60號
15223,臺北市內湖區文湖街21巷82弄31~60號
15229,臺北市文山區景文街1~30號
15230,臺北市中正區和平西路一段151~180號
15231,臺北市文山區木新路二段43巷1~30號
15232,臺北市文山區指南路三段91~120號
15237,臺北市萬華區青年路68巷3弄1~30號
15238,臺北市萬華區成都路151~180號
15239,臺北市大同區五原路1~30號
15242,臺北市南港區南港路二段121~150號
15243,臺北市信義區光復南路451~480號
15244,臺北市內湖區金湖路31~60號
15245,臺北市大安區麗水街1~30號
15246,臺北市大安區麗水街1~30號
15247,臺北市大安區敦化南路二段91~120號
15248,臺北市大安區辛亥路一段61~90號
15251,臺北市大安區復興南路二段211~240號
15252,臺北市士林區福港街18巷1~30號
15253,臺北市士林區福港街241~270號
15254,臺北市內湖區新明路151~180號
15255,臺北市信義區福德街300巷43弄1~30號
15257,臺北市南港區經貿二路157巷36弄91~120號
15258,臺北市大同區五原路1~30號
15366,臺北市萬華區國興路1巷1~30號
15367,臺北市萬華區成都路91~120號
15379,臺北市內湖區南京東路六段91~120號
15381,臺北市中山區中山北路一段105巷1~30號
15384,臺北市中山區建國北路三段121~150號
15385,臺北市中山區林森北路107巷1~30號
15387,臺北市中山區錦州街31~60號
15388,臺北市內湖區金湖路331~360號
15391,臺北市信義區基隆路一段1~30號
15393,臺北市信義區信義路五段150巷451~480號
15397,臺北市南港區研究院路二段61~90號
15398,臺北市北投區崗山路1~30號
15399,臺北市大安區信義路二段10巷1~30號
15411,臺北市北投區立農街一段361~390號
15412,臺北市士林區文化三路1~30號
15413,臺北市士林區通河東街一段130巷1~30號
15416,臺北市內湖區內湖路三段72巷31~60號
15417,臺北市內湖區金湖路65巷1~30號
15421,臺北市中正區仁愛路二段38巷7弄1~30號
15422,臺北市大同區延平北路三段104巷2弄1~30號
15426,臺北市文山區中崙路1~30號
15430,臺北市內湖區內湖路二段253巷31~60號
15431,臺北市中山區新生北路三段31~60號
15434,臺北市士林區延平北路五段257巷2弄1~30號
15436,臺北市士林區通河街31~60號
15437,臺北市北投區知行路331~360號
15443,臺北市大安區忠孝東路三段91~120號
15445,臺北市大安區安東街31~60號
15447,臺北市南港區研究院路三段14巷1~30號
15459,臺北市中山區新生北路二段60巷31~60號
15460,臺北市內湖區康寧路三段190巷31~60號
15465,臺北市內湖區港墘路1~30號
15467,臺北市中山區新生北路二段62巷1~30號
15468,臺北市中山區建國北路三段61~90號
15470,臺北市中山區松江路391~420號
15471,臺北市中山區長安東路一段37巷1~30號
15472,臺北市內湖區金龍路181~210號
15474,臺北市內湖區環山路二段53巷6弄1~30號
15475,臺北市中山區新生北路二段61~90號
15476,臺北市內湖區安康路434巷20弄1~30號
15479,臺北市中山區遼寧街62巷1~30號
15480,臺北市中山區明水路631~660號
15481,臺北市內湖區內湖路一段339巷31~60號
15483,臺北市文山區興隆路三段304巷31~60號
15486,臺北市文山區興隆路四段179巷1~30號
15488,臺北市文山區興德路20巷31~60號
15489,臺北市文山區興隆路四段29巷4弄31~60號
15492,臺北市文山區車前路1~30號
15595,臺北市萬華區漢口街二段61~90號
15596,臺北市大同區承德路二段75巷1~30號
15597,臺北市松山區南京東路五段211~240號
15599,臺北市北投區中山北路七段219巷3弄91~120號
15600,臺北市北投區致遠一路二段61~90號
15601,臺北市大安區和平東路三段308巷15弄1~30號
15602,臺北市大安區信義路四段211~240號
15603,臺北市大安區信義路四段211~240號
15607,臺北市大安區永康街75巷1~30號
15609,臺北市北投區石牌路二段315巷31~60號
15612,臺北市信義區吳興街284巷28弄1~30號
15614,臺北市松山區敦化北路238巷1~30號
15615,臺北市萬華區青年路68巷1~30號
15616,臺北市萬華區中華路二段416巷61~90號
15635,臺北市文山區木柵路三段91~120號
15639,臺北市文山區木新路二段299巷7弄1~30號
15640,臺北市文山區興隆路四段151~180號
15644,臺北市內湖區文德路22巷16弄1~30號
15645,臺北市中山區龍江路397巷31~60號
15646,臺北市中山區松江路151~180號
15647,臺北市中山區德惠街31~60號
15650,臺北市中山區新生北路三段56巷1~30號
15651,臺北市中山區中山北路二段115巷1~30號
15652,臺北市中山區五常街53巷1~30號
15655,臺北市中山區農安街1~30號
15657,臺北市內湖區大湖山莊街211~240號
15658,臺北市中山區長安東路二段151~180號
15659,臺北市內湖區內湖路二段103巷61~90號
15660,臺北市中山區德惠街31~60號
15661,臺北市中山區德惠街31~60號
15662,臺北市中山區農安街31~60號
15663,臺北市中山區新生北路三段56巷1~30號
15665,臺北市內湖區康樂街48巷1~30號
15666,臺北市萬華區華西街21巷1~30號
15701,臺北市大同區五原路1~30號
15702,臺北市大同區五原路1~30號
15703,臺北市大同區寧夏路121~150號
15704,臺北市大同區寧夏路121~150號
15706,臺北市大同區寧夏路121~150號
15714,臺北市南港區東新街118巷31~60號
15717,臺北市松山區塔悠路301~330號
15724,臺北市大安區光復南路691~720號
15727,臺北市大安區復興南路二段171巷1~30號
15732,臺北市北投區民族街1~30號
15733,臺北市北投區民族街1~30號
15734,臺北市士林區福國路91~120號
15737,臺北市內湖區南京東路六段451巷31~60號
15741,臺北市中正區汀州路三段181~210號
15742,臺北市文山區興隆路一段121~150號
15743,臺北市中正區汀州路一段271~300號
15747,臺北市文山區興隆路二段203巷31~60號
15749,臺北市文山區福興路106巷28弄1~30號
15753,臺北市文山區辛亥路七段84巷1~30號
15754,臺北市大同區昌吉街132巷1~30號
15756,臺北市萬華區成都路151~180號
15757,臺北市內湖區文德路210巷30弄91~120號
15759,臺北市北投區榮華一路3巷1~30號
15764,臺北市士林區中山北路五段829巷31~60號
15765,臺北市士林區德行東路104巷9弄1~30號
15766,臺北市北投區大興街9巷31~60號
15767,臺北市北投區明德路38巷1~30號
15772,臺北市南港區重陽路125巷36弄31~60號
15779,臺北市松山區敦化南路一段91~120號
15831,臺北市中山區龍江路356巷31~60號
15835,臺北市內湖區新豐街61~90號
15836,臺北市內湖區新豐街91~120號
15839,臺北市內湖區成功路二段426巷31~60號
15840,臺北市中山區建國北路二段91~120號
15845,臺北市文山區羅斯福路五段269巷1~30號
15846,臺北市文山區羅斯福路五段269巷1~30號
15848,臺北市大同區赤峰街47巷1~30號
15906,臺北市萬華區中華路二段364巷1~30號
15912,臺北市信義區永吉路187巷1~30號
15919,臺北市北投區文化三路61~90號
15921,臺北市中山區樂群三路271~300號
15922,臺北市大安區敦化南路二段181~210號
15923,臺北市大安區建國南路二段123巷1~30號
15924,臺北市大安區和平東路三段421~450號
15925,臺北市大安區新生南路一段161巷1~30號
15929,臺北市大安區通安街118巷1~30號
15931,臺北市大安區溫州街74巷3弄1~30號
15933,臺北市北投區泉源路31~60號
15935,臺北市士林區承德路四段10巷61~90號
15937,臺北市北投區東華街二段121~150號
15938,臺北市中山區林森北路391~420號
15939,臺北市南港區經貿二路157巷36弄91~120號
15940,臺北市松山區南京東路五段66巷3弄1~30號
15941,臺北市松山區民生東路五段211~240號
15944,臺北市松山區撫遠街400巷61~90號
